numero_station,date_heure,co,no,no2,pm2_5,pst,pm10,o3,so2,bc1_370nm,bc6_880nm,Benzene,Toluene,Ethylbenzene,M P-Xylene,O-Xylene
28,2020-03-12 06:00,204.6887,2.313574,14.21566,13.72567,InVld,InVld,18.14053,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 07:00,213.4114,2.588486,17.25844,13.7206,InVld,InVld,16.21935,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 08:00,238.2886,4.065773,17.3461,12.0426,InVld,InVld,17.35499,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 09:00,216.8943,4.002175,12.52187,10.95668,InVld,InVld,22.33653,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 10:00,214.6037,4.01838,8.197604,10.74337,InVld,InVld,26.93239,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 11:00,185.8586,2.792088,5.695662,9.619443,<Samp,<Samp,30.17818,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 12:00,209.4278,3.411072,6.176143,9.236873,<Samp,<Samp,30.52193,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 13:00,198.2579,2.152575,4.508193,8.675472,87.2995,21.89083,34.02968,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 14:00,206.1456,2.621745,5.582932,9.370248,94.6265,28.55383,34.94429,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 15:00,219.2789,1.990628,5.519134,9.435359,68.244,23.141,36.45186,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 16:00,234.4299,2.539288,8.132648,10.17841,95.47517,31.41933,34.65937,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 17:00,254.8407,1.754066,8.493025,9.989555,111.3153,33.72517,34.80575,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 18:00,228.978,1.243,9.215016,10.41771,70.17267,24.18267,34.02966,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 19:00,231.1217,1.065919,9.11316,10.51943,48.638,18.82683,31.94092,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 20:00,229.4765,1.186851,9.397951,11.52388,47.32133,16.97667,29.91699,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 21:00,232.1268,1.31479,7.926565,10.32182,27.20733,12.03216,31.42761,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 22:00,225.788,1.158975,7.97529,9.094305,15.44583,8.760167,30.08743,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 23:00,227.9101,1.382537,9.760568,9.090777,9.6955,8.565833,26.30118,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-12 00:00,216.3899,1.457998,9.965929,8.456276,8.857998,8.095665,25.38172,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 01:00,211.0515,1.344527,10.04603,8.959416,10.86433,9.25,24.4192,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 02:00,210.7074,1.221382,11.21087,9.610762,10.37983,9.423666,22.37802,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 03:00,228.5393,1.727287,13.98496,9.547222,8.957833,8.383998,19.06333,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 04:00,191.9538,1.129259,7.995121,6.754179,6.856165,6.210165,26.72085,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 05:00,205.7057,0.821968,7.319066,5.765596,7.247832,4.997,30.63174,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 06:00,187.3621,1.282856,8.383069,4.869277,3.694333,3.636498,29.57979,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 07:00,194.2342,1.382478,8.628803,5.512332,4.245998,4.156166,28.92611,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 08:00,197.6101,1.882922,8.30209,4.052895,2.555332,2.543333,28.11101,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 09:00,191.6197,1.917912,6.983936,3.536401,1.670166,1.661165,29.69868,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 10:00,196.7308,3.619299,6.546456,2.958221,1.166499,1.1395,30.19125,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 11:00,209.4575,4.929401,7.732278,2.474291,0.781166,0.768832,29.49226,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 12:00,231.416,9.461914,12.78381,2.635596,1.036833,1.006,<Samp,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 13:00,250.3755,12.32089,13.9451,3.970526,2.9895,2.524666,<Samp,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 14:00,205.1013,8.434972,9.601383,2.613152,175.7307,17.24316,26.69864,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 15:00,200.0922,7.194708,8.913311,3.917665,393.4762,34.44316,27.9935,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 16:00,184.8411,5.642251,6.953772,4.157436,408.9078,33.44817,29.08579,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 17:00,175.8008,4.387847,6.249625,5.02775,384.3548,36.49383,30.86972,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 18:00,201.8568,3.061062,6.389884,4.764027,160.0245,16.71517,31.15321,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 19:00,191.1786,2.579807,5.759918,4.766819,172.2417,14.62216,32.53021,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 20:00,180.7082,1.678074,4.509837,4.363902,190.8327,18.61367,34.46029,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 21:00,175.938,1.297165,3.570746,4.256124,306.6507,24.1815,34.74187,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 22:00,178.9532,1.352972,3.46454,3.801819,125.244,13.59466,34.10772,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 23:00,172.2725,1.12808,3.607923,3.664041,95.16033,11.05517,34.48513,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-13 00:00,152.5069,0.811405,2.66714,3.523789,94.36567,9.656167,35.66947,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 01:00,151.0725,0.612679,2.355031,3.78868,75.011,7.480332,35.07624,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 02:00,147.9076,0.614971,2.12436,3.783874,50.24017,5.322666,34.0578,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 03:00,146.8067,0.330794,1.208794,4.257248,178.18,15.5315,34.37601,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 04:00,144.9049,0.507106,1.814188,3.73736,130.6827,11.88066,33.23373,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 05:00,148.2432,0.863748,2.056562,3.73629,180.6367,18.37166,32.39404,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 06:00,149.9221,1.012279,1.557286,3.270318,234.3905,21.50783,32.16383,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 07:00,161.661,1.616224,2.269474,2.932679,136.8625,14.254,30.82233,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 08:00,164.4111,2.163638,2.722908,2.990817,135.7865,13.96667,31.72596,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 09:00,166.9447,1.737874,2.284322,3.370347,236.6208,24.8985,35.97064,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 10:00,165.9347,1.843319,2.014955,3.519471,354.8747,37.65183,36.57747,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 11:00,172.0436,2.180644,2.417655,3.102165,118.8445,16.65317,35.80597,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 12:00,166.8819,2.169527,2.373414,3.456444,178.394,20.03817,35.84025,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 13:00,160.6718,1.63993,1.716624,3.459902,151.629,15.5715,37.28989,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 14:00,168.3657,1.974233,2.161278,3.598736,179.6525,21.06933,37.92022,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 15:00,168.7535,1.655256,2.126111,3.715179,140.1578,17.75517,39.30383,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 16:00,168.9274,1.701475,2.480427,4.674846,82.002,13.0705,39.15638,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 17:00,186.5819,1.941053,3.423011,5.491346,81.58932,12.06166,37.99864,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 18:00,194.1667,1.581066,3.914849,6.748041,111.4268,16.9925,38.12943,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 19:00,211.5103,1.285341,5.099275,9.090986,100.1128,19.71783,36.92712,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 20:00,208.3878,0.911257,5.568082,7.830012,61.81933,14.9115,36.72382,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 21:00,217.5522,0.800073,5.447906,7.558791,57.23667,12.8135,36.97754,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 22:00,193.0674,0.708692,4.445436,6.801901,32.61267,8.474165,39.58832,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 23:00,192.8661,0.698023,4.259535,6.379319,36.7885,12.00483,39.01738,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-14 00:00,166.4021,0.776283,5.382379,6.583261,23.762,7.098332,38.04946,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 01:00,148.5092,0.544326,3.065679,5.597818,8.887,4.034666,40.69764,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 02:00,141.524,0.696642,3.183675,5.052693,85.90617,11.0755,39.73572,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 03:00,137.6549,0.854641,4.055661,4.36404,12.45033,3.796333,37.83167,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 04:00,131.3507,0.859654,3.79375,3.81518,5.739665,2.839998,37.49833,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 05:00,134.4296,1.012289,4.769636,3.69611,9.744166,3.423,36.39791,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 06:00,146.257,0.911116,5.46645,3.520694,13.47083,4.024665,35.40008,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 07:00,147.2679,1.252787,5.417683,3.317569,42.2755,7.7575,34.85264,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 08:00,146.1843,1.19375,3.220412,2.137923,19.7885,2.651998,36.36167,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 09:00,155.3207,1.483981,3.13717,2.361582,58.7925,8.938666,35.54825,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 10:00,158.9826,1.522979,2.396131,2.228929,35.93433,6.486332,36.36497,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 11:00,158.4772,1.441594,2.105904,2.703651,53.5745,9.930166,36.85347,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 12:00,183.8881,1.749549,2.633163,3.637804,78.73383,12.99233,36.79277,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 13:00,187.966,1.825729,2.700983,3.623776,70.319,12.82767,37.60972,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 14:00,189.8699,1.829128,2.91857,3.879791,98.72017,17.53033,38.44142,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 15:00,195.6924,1.943761,2.770807,4.171679,105.2607,19.61517,39.19791,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 16:00,198.1532,2.741563,4.107518,6.270192,107.8457,20.67,37.60294,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 17:00,222.2601,3.674597,6.503158,6.698998,101.3678,19.68017,34.26761,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 18:00,237.1967,4.431879,10.69995,7.026971,123.4838,18.637,30.51144,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 19:00,276.2021,5.840207,19.31991,7.233957,78.11134,16.67017,22.05497,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 20:00,295.4425,4.792754,20.56818,9.278985,162.7582,29.99267,19.96566,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 21:00,280.301,2.194508,17.24552,12.534,71.093,21.25183,20.43569,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 22:00,203.1687,1.319672,10.11103,6.773402,21.15633,9.270333,30.61208,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 23:00,169.1031,1.251793,6.105866,3.987637,11.04633,4.719165,35.3083,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-15 00:00,153.5309,1.106719,4.987005,3.807512,11.95433,3.629666,36.30233,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 01:00,155.9251,1.173622,8.713295,4.331652,7.778666,3.204499,32.14711,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 02:00,153.7201,1.625476,11.47152,4.309833,7.131999,2.894,28.97542,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 03:00,149.2094,0.917963,5.928902,3.910096,6.844333,2.636166,35.15243,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 04:00,149.4353,0.916023,4.265592,3.417138,5.003832,2.447,37.87978,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 05:00,162.029,1.430377,6.248489,3.784166,21.25117,6.468832,35.56128,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 06:00,149.0661,1.606626,9.693997,4.184804,43.00067,10.54267,31.78742,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 07:00,154.9628,1.562569,10.88041,4.066054,38.80633,10.789,30.59717,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 08:00,156.5019,2.674216,8.470305,3.438982,62.32317,14.12733,33.1495,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 09:00,165.7997,4.213079,9.273027,3.659013,60.2205,17.2875,32.46228,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 10:00,188.0521,4.804086,9.382966,3.946166,48.1745,19.97917,32.449,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 11:00,183.4793,5.428514,9.981208,4.153611,74.04716,22.1905,32.47842,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 12:00,192.8573,5.403429,9.305487,6.140707,80.85133,23.68133,33.16889,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 13:00,203.8718,5.790194,8.275018,5.218264,116.1152,28.276,34.36967,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 14:00,177.2271,3.246871,6.328816,5.423458,52.856,16.57133,36.79572,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 15:00,181.8701,2.48058,5.696862,6.317762,51.58216,14.38433,37.78913,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 16:00,196.4467,2.556586,7.354787,9.66347,47.20633,17.3655,37.10722,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 17:00,215.6376,1.720545,8.650044,11.40725,71.55083,18.23717,36.49947,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 18:00,192.6546,1.065507,10.53728,11.38431,50.15283,17.9275,34.72977,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 19:00,198.7825,0.992173,12.74265,12.50297,50.01933,16.65867,33.37964,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 20:00,199.9096,1.247581,13.70938,12.54051,42.189,17.19033,32.36103,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 21:00,210.791,1.447412,17.12811,13.03541,51.968,19.25917,28.6665,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 22:00,221.5026,1.662441,22.90382,12.78349,43.4065,19.65983,21.68517,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 23:00,232.7713,1.630264,25.88062,12.76618,34.623,19.5715,17.27208,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-16 00:00,209.9903,0.723664,13.47129,9.604062,53.0775,17.32083,26.12817,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 01:00,181.0963,0.647141,6.034661,7.592222,107.8218,16.80133,33.61441,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 02:00,170.6386,0.343685,3.441654,7.071818,154.711,19.82017,35.92714,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 03:00,176.6616,0.500128,4.325817,8.47104,111.7372,16.80333,34.31645,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 04:00,192.3804,1.498417,6.468585,9.261458,311.1852,37.70317,31.93054,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 05:00,216.4875,2.75699,7.442558,10.39176,9.994832,8.580165,30.101,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 06:00,218.3027,4.754605,10.8505,9.878359,7.368666,6.285165,26.78736,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 07:00,224.5592,5.290403,10.4615,8.511054,6.720333,6.009165,27.26311,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 08:00,216.9014,4.699948,9.358908,7.033858,5.673832,5.03,28.01758,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 09:00,229.8758,9.251555,12.47192,6.913805,3.4035,3.395333,24.61575,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 10:00,257.0315,12.93024,17.91155,7.61275,4.078166,4.052666,19.7523,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 11:00,266.4507,18.26962,20.80804,7.635694,3.434998,3.434998,17.65958,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 12:00,273.6127,38.43733,29.58312,9.280387,4.874666,4.866498,11.30423,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 13:00,265.8795,22.48851,23.23261,5.717443,3.090332,2.922498,16.53786,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 14:00,317.9153,27.64057,24.7811,7.335555,4.479,4.428998,14.28449,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 15:00,289.0045,18.75724,19.1016,8.767305,6.9505,6.350165,19.31254,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 16:00,254.1307,8.493646,11.26871,10.22768,92.62067,16.77117,25.44939,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 17:00,275.2099,8.186243,12.94347,11.15276,80.70417,18.84066,21.7557,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 18:00,292.8461,11.34918,19.18107,12.04494,112.914,21.72067,15.82201,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 19:00,239.2896,4.331498,10.59326,7.753097,58.22183,14.7455,22.70411,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 20:00,203.6942,2.534596,6.361248,4.073679,35.277,8.842332,31.45492,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 21:00,235.1997,3.392083,11.51749,5.649943,75.71616,20.84633,25.20147,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 22:00,297.4583,8.409633,22.37409,7.046277,120.6752,29.31017,14.40897,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 23:00,377.4854,23.09597,36.63211,7.102346,74.467,20.00633,3.352081,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-17 00:00,251.9013,6.577575,22.06746,6.389404,22.8225,7.967,14.79031,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 01:00,184.1194,1.829035,9.838621,5.775083,30.51117,8.439,26.81167,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 02:00,165.1019,1.197106,5.428544,5.420388,45.75334,10.05367,31.91881,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 03:00,206.1129,2.129738,11.88279,6.728013,45.45433,14.63017,22.83906,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 04:00,192.2306,1.671496,11.33648,7.032639,73.1285,21.64433,25.61641,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 05:00,246.2696,6.176579,19.49713,8.372887,161.1098,43.206,19.13095,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 06:00,276.544,14.60728,31.52835,8.622762,206.938,49.1675,9.333,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 07:00,253.916,8.617639,26.16082,6.701387,105.5665,30.3735,14.47478,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 08:00,226.1246,5.493206,19.78187,6.378502,146.7705,32.82567,21.44364,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 09:00,174.6417,1.621932,5.553351,4.35893,51.832,12.21983,34.58317,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 10:00,197.7817,5.992794,9.120839,6.133276,127.1088,27.61533,31.59505,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 11:00,190.1257,6.624742,10.19381,6.888638,123.448,30.357,31.3433,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 12:00,160.465,4.805366,7.654698,6.138207,88.01266,20.5065,33.47072,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 13:00,197.1875,8.841119,11.82528,8.562417,192.8765,37.49617,31.07153,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 14:00,192.1786,6.616991,9.345636,7.880609,91.26733,25.19883,33.74053,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 15:00,222.6615,7.438048,10.51274,10.03386,181.6807,36.17267,32.96197,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 16:00,208.814,3.167592,8.041025,8.824055,84.793,23.63133,35.13128,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 17:00,223.6356,2.409455,8.37115,9.14875,149.717,30.38067,35.65197,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 18:00,233.7162,1.841346,10.81777,8.303111,99.88934,25.34167,32.66145,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 19:00,201.849,0.903855,11.01936,8.461277,48.05583,19.34783,31.26294,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 20:00,198.8675,0.436884,10.62433,9.855262,37.50067,17.6735,30.27147,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 21:00,202.7607,0.703329,19.09224,10.88796,41.18184,17.7865,21.83822,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 22:00,189.859,0.593086,12.22036,8.70336,25.3575,12.11983,28.59111,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 23:00,177.9267,0.481429,9.840907,7.287221,16.73867,9.5745,30.99316,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-18 00:00,171.5433,0.777859,8.961192,6.963108,13.58983,7.236666,32.13594,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 01:00,169.1326,0.841627,7.1844,7.09154,11.029,6.477166,33.60192,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 02:00,180.7832,1.110051,6.892827,9.27093,10.864,6.528666,33.56586,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 03:00,184.0909,1.121814,8.743268,10.07343,11.451,6.975165,31.25243,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 04:00,189.0451,1.04785,8.838457,10.27678,12.2715,7.4025,30.19556,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 05:00,214.5531,1.416507,13.84191,10.63589,27.4265,11.18983,23.56956,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 06:00,233.6341,1.359483,11.24127,10.84791,23.66433,11.08967,25.42455,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 07:00,229.6211,1.825487,13.04103,9.095944,35.79733,13.73067,24.61415,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 08:00,221.0179,2.563719,11.37228,7.8521,47.99233,17.58016,26.92898,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 09:00,228.795,3.301739,11.86053,9.23172,63.04917,21.47966,26.27376,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 10:00,272.6815,6.68248,17.07944,14.36843,98.9065,34.54333,20.52907,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
28,2020-03-19 11:00,249.9536,6.463694,13.3196,13.92096,69.75267,28.38933,24.73299,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
