numero_station,date_heure,co,no,no2,pm2_5,pst,pm10,o3,so2,bc1_370nm,bc6_880nm,Benzene,Toluene,Ethylbenzene,M P-Xylene,O-Xylene
66,2020-02-03 09:00,380.0826,14.3755,24.10468,27.15575,N/M,N/M,11.41573,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 10:00,364.6742,12.37884,18.27868,19.83529,N/M,N/M,15.41181,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 11:00,257.846,9.368973,14.23411,12.07366,N/M,N/M,16.31628,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 12:00,202.1143,3.299247,8.07948,8.583018,N/M,N/M,20.34916,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 13:00,215.1663,4.415748,9.650611,7.226123,N/M,N/M,19.46797,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 14:00,217.8513,3.604479,7.934914,6.085638,N/M,N/M,22.25967,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 15:00,215.4763,1.139808,6.186265,6.405707,N/M,N/M,23.64511,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 16:00,184.7158,0.948872,5.581902,4.530527,N/M,N/M,25.5793,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 17:00,170.7482,0.598231,5.936194,1.96534,N/M,N/M,27.73236,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 18:00,168.3342,0.027408,5.938872,0.588096,N/M,N/M,28.13872,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 19:00,160.4606,0,5.760622,0.411805,N/M,N/M,28.73508,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 20:00,164.5032,0.043659,7.294318,0.422693,N/M,N/M,28.88533,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 21:00,185.4388,0.031194,9.761887,1.154708,N/M,N/M,26.47339,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 22:00,176.1555,0.04061,10.81895,1.127429,N/M,N/M,25.18117,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 23:00,252.0568,11.13473,25.95636,2.219263,N/M,N/M,11.76933,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-03 00:00,241.0896,0.24611,16.27922,2.65493,N/M,N/M,16.15328,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 01:00,211.1725,0.149305,12.75077,2.811959,N/M,N/M,18.57658,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 02:00,203.2897,0.139825,12.69242,3.110415,N/M,N/M,18.57564,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 03:00,267.1562,4.040983,29.29807,3.920458,N/M,N/M,5.892757,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 04:00,243.1728,18.49709,38.55265,3.608665,N/M,N/M,1.583904,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 05:00,273.6344,18.50481,40.41327,2.916235,N/M,N/M,0.49314,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 06:00,317.1958,37.60143,38.133,6.632944,N/M,N/M,0.206742,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 07:00,274.4251,25.78172,35.42467,5.925555,N/M,N/M,0.642013,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 08:00,273.5853,14.38827,33.85543,5.017179,N/M,N/M,2.77706,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 09:00,263.8568,12.77695,32.56047,3.436837,N/M,N/M,6.451471,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 10:00,297.706,17.77101,32.20499,4.528637,N/M,N/M,8.025568,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 11:00,499.1872,37.74044,35.60905,11.83589,N/M,N/M,6.769293,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 12:00,424.3875,27.66528,33.37449,13.64,N/M,N/M,9.91974,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 13:00,271.4327,9.525918,21.82247,8.514457,N/M,N/M,17.72228,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 14:00,233.2353,7.61485,17.83993,6.411291,N/M,N/M,19.33536,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 15:00,240.1811,9.451107,19.00744,7.624248,N/M,N/M,19.53411,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 16:00,298.5835,9.255512,23.55532,9.721179,N/M,N/M,17.23553,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 17:00,274.0108,5.789659,26.5525,7.76666,N/M,N/M,14.41879,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 18:00,323.1026,3.933638,33.56571,9.186457,N/M,N/M,8.562205,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 19:00,312.224,4.277408,31.24989,11.89265,N/M,N/M,9.806488,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 20:00,223.8833,6.332771,18.32257,9.416401,N/M,N/M,19.20535,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 21:00,190.1301,0.040123,9.160511,5.849111,N/M,N/M,25.779,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 22:00,178.904,0.037824,8.578701,4.067762,N/M,N/M,25.76414,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 23:00,161.3646,0.06984,7.183654,2.939637,N/M,N/M,27.39022,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-04 00:00,141.5726,0.047203,4.388636,2.000611,N/M,N/M,30.8602,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 01:00,140.0967,0.048287,3.679744,2.080915,N/M,N/M,30.74397,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 02:00,148.2832,0.013588,4.495421,2.30529,N/M,N/M,28.7368,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 03:00,157.671,0.019294,7.005355,2.796416,N/M,N/M,26.06069,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 04:00,142.5639,0.032191,5.32632,2.060291,N/M,N/M,28.04029,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 05:00,142.4575,0.035767,4.880929,1.64093,N/M,N/M,26.5483,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 06:00,141.4635,0.041912,4.529471,1.190402,N/M,N/M,26.36129,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 07:00,138.7071,0.052216,4.068529,1.306012,N/M,N/M,25.49405,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 08:00,139.3036,0.368515,4.491081,1.701388,N/M,N/M,25.418,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 09:00,136.1293,0.890432,3.555531,1.929232,N/M,N/M,27.94396,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 10:00,130.0504,0.797105,2.03657,1.946498,N/M,N/M,29.61385,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 11:00,128.0874,0.812016,1.706583,2.14275,N/M,N/M,30.1458,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 12:00,123.2625,0.449077,1.169512,1.617972,N/M,N/M,30.8816,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 13:00,119.0463,0.525363,1.312049,1.63204,N/M,N/M,31.5834,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 14:00,123.9925,0.542486,1.47814,1.796901,N/M,N/M,32.14949,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 15:00,125.5703,0.87984,2.048588,1.781762,N/M,N/M,32.03682,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 16:00,131.4715,0.822924,2.940578,2.258971,N/M,N/M,31.18438,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 17:00,140.095,1.971233,4.614422,2.363917,N/M,N/M,29.7416,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 18:00,170.3865,1.322893,7.901483,3.164124,N/M,N/M,26.29303,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 19:00,181.0222,1.5116,13.70164,4.094861,N/M,N/M,20.43207,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 20:00,216.6982,0.860737,15.28461,5.327361,N/M,N/M,20.07448,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 21:00,226.2554,2.170598,18.53153,6.529569,N/M,N/M,16.23041,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 22:00,276.7543,4.178762,23.51471,8.895874,N/M,N/M,12.19814,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 23:00,207.191,1.033177,16.91092,6.530847,N/M,N/M,17.74391,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-05 00:00,172.251,0.16478,5.121987,5.650929,N/M,N/M,27.47288,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 01:00,148.7932,0.211127,5.648183,4.338922,N/M,N/M,26.64961,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 02:00,173.3794,1.819563,17.81846,4.892221,N/M,N/M,15.90882,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 03:00,170.9317,2.439193,25.85167,5.946319,N/M,N/M,8.811946,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 04:00,181.4143,3.644522,26.07798,8.196166,N/M,N/M,8.425389,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 05:00,173.5746,1.116886,18.04685,6.433804,N/M,N/M,15.86434,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 06:00,171.5587,1.481274,15.57807,5.48893,N/M,N/M,18.34364,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 07:00,194.2913,2.229804,22.97149,4.575375,N/M,N/M,12.58982,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 08:00,217.7482,5.93825,26.53033,5.702916,N/M,N/M,9.332707,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 09:00,254.8215,10.12376,25.51438,4.677984,N/M,N/M,10.00221,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 10:00,252.2599,10.0523,20.56367,5.698541,N/M,N/M,14.10217,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 11:00,251.4686,7.77424,14.34824,9.331304,N/M,N/M,17.11376,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 12:00,276.5681,5.840209,13.79783,10.47989,N/M,N/M,17.98268,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 13:00,269.2341,6.811284,15.11874,10.86785,N/M,N/M,18.06153,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 14:00,286.8846,8.382197,14.8389,9.278637,N/M,N/M,19.20429,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 15:00,278.804,4.992982,12.7497,8.38543,N/M,N/M,21.19146,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 16:00,314.6063,4.336019,15.54024,9.435625,N/M,N/M,18.76462,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 17:00,345.5354,3.036755,18.04882,8.640873,N/M,N/M,16.2861,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 18:00,326.4355,0.840259,16.28064,7.617402,N/M,N/M,18.13344,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 19:00,295.5084,0.795297,15.94753,7.997304,N/M,N/M,17.89654,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 20:00,260.4464,0.739507,13.00683,6.780097,N/M,N/M,20.75786,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 21:00,219.9312,0.588621,11.45918,5.325554,N/M,N/M,23.04029,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 22:00,214.5712,1.683141,12.83718,4.850749,N/M,N/M,22.36471,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 23:00,189.4374,4.239249,11.21072,3.989387,N/M,N/M,23.5338,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-06 00:00,195.834,5.280696,12.27099,4.087526,N/M,N/M,23.39558,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 01:00,207.3413,2.182482,13.15981,4.459829,N/M,N/M,21.80428,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 02:00,183.214,5.304779,11.30286,4.577734,N/M,N/M,23.53868,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 03:00,168.9167,12.64554,14.83325,3.476346,N/M,N/M,21.30282,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 04:00,153.9129,1.509417,9.014198,2.072526,N/M,N/M,26.00902,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 05:00,199.3568,1.837651,12.20173,2.300472,N/M,N/M,22.95142,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 06:00,169.1622,8.219636,13.98329,2.552762,N/M,N/M,22.04111,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 07:00,161.8356,7.273667,13.05599,1.987735,N/M,N/M,22.8956,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 08:00,181.989,8.332159,12.92957,2.094736,N/M,N/M,22.87387,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 09:00,193.1301,6.777511,11.93038,2.336411,N/M,N/M,23.43592,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 10:00,193.061,9.863116,13.31766,3.056596,N/M,N/M,22.74826,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 11:00,207.9086,12.04539,16.40225,4.148652,N/M,N/M,20.13669,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 12:00,196.1314,9.731197,11.97056,3.646291,N/M,N/M,23.31748,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 13:00,176.6269,13.60023,11.43198,3.104319,N/M,N/M,24.73868,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 14:00,201.0099,7.56599,8.370381,2.932763,N/M,N/M,27.00907,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 15:00,167.4207,2.496052,5.39342,2.03093,N/M,N/M,29.10149,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 16:00,168.0868,2.678634,5.629413,1.897986,N/M,N/M,28.44589,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 17:00,171.8896,3.595566,8.073192,2.691952,N/M,N/M,26.715,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 18:00,169.3901,0.564822,5.50908,2.694041,N/M,N/M,27.646,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 19:00,167.086,0.140052,4.363598,3.088124,N/M,N/M,28.40868,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 20:00,168.9911,0.574245,5.436222,3.290874,N/M,N/M,27.65351,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 21:00,161.7455,0.171113,4.813658,3.165055,N/M,N/M,28.35596,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 22:00,151.9147,0.014263,3.286001,2.773458,N/M,N/M,29.57225,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 23:00,140.9635,0.130193,3.228528,2.216651,N/M,N/M,29.81611,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-07 00:00,136.6493,0.079547,3.076719,2.032651,N/M,N/M,30.80807,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 01:00,133.4901,1.28706,5.708374,2.173975,N/M,N/M,28.91526,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 02:00,136.23,2.1082,6.217943,2.021971,N/M,N/M,28.70911,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 03:00,130.5654,1.820603,5.153958,1.749513,N/M,N/M,29.53493,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 04:00,129.3542,1.931715,5.521976,1.874735,N/M,N/M,29.53082,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 05:00,127.2663,0.903011,3.992747,1.944833,N/M,N/M,30.22858,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 06:00,131.1521,3.140614,8.2874,2.360596,N/M,N/M,27.02417,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 07:00,142.8266,3.476228,10.41043,2.096847,N/M,N/M,25.57862,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 08:00,146.1308,2.457905,7.437398,1.979012,N/M,N/M,28.27719,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 09:00,136.7526,1.072185,2.833632,1.540925,N/M,N/M,33.27175,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 10:00,132.6288,0.788542,1.631111,1.523833,N/M,N/M,34.3807,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 11:00,136.6844,2.299696,3.089287,1.671486,N/M,N/M,33.3203,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 12:00,132.1465,0.841961,1.376654,1.497722,N/M,N/M,35.00544,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 13:00,131.8276,0.997597,1.621322,1.423624,N/M,N/M,35.454,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 14:00,140.3804,1.953516,2.673913,1.862012,N/M,N/M,35.2197,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 15:00,146.3862,1.13572,1.988095,1.714637,N/M,N/M,35.50266,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 16:00,246.6565,4.107447,8.390157,2.881263,N/M,N/M,33.65306,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 17:00,175.4822,1.825531,6.245497,3.408868,N/M,N/M,32.51422,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 18:00,186.1135,0.559969,6.981246,5.639625,N/M,N/M,31.42814,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 19:00,185.835,3.59714,12.2671,8.382707,N/M,N/M,26.98894,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 20:00,167.959,2.048985,8.602068,5.35818,N/M,N/M,29.37539,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 21:00,166.9567,0.018477,7.167665,5.107123,N/M,N/M,29.96053,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 22:00,227.8426,2.762629,16.12402,7.759527,N/M,N/M,22.55395,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 23:00,198.9907,0.391301,18.46675,6.775875,N/M,N/M,19.65619,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-08 00:00,247.9115,11.62818,29.98875,8.275901,N/M,N/M,9.62943,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 01:00,349.3396,15.50969,32.78725,12.41409,N/M,N/M,8.134425,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 02:00,341.8589,16.87548,37.78464,12.85928,N/M,N/M,3.970082,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 03:00,292.4166,6.61453,30.16394,14.19146,N/M,N/M,12.35825,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 04:00,339.6181,41.78817,44.68648,12.83933,N/M,N/M,0.673071,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 05:00,354.7368,48.99133,46.96045,11.64975,N/M,N/M,0.727467,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 06:00,348.5342,50.56661,45.91722,11.61716,N/M,N/M,0.394376,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 07:00,488.6516,91.08322,52.30689,13.15485,N/M,N/M,0.588365,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 08:00,577.6725,63.71283,42.70177,22.71189,N/M,N/M,3.155379,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 09:00,562.5526,58.57846,37.51647,26.29103,N/M,N/M,7.647843,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 10:00,458.4044,42.05991,27.0007,19.14638,N/M,N/M,17.58607,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 11:00,215.1749,5.046446,7.553693,8.632958,N/M,N/M,30.57068,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 12:00,201.7039,4.420454,6.474504,7.491916,N/M,N/M,31.66706,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 13:00,226.2386,9.864645,12.47943,8.833694,N/M,N/M,28.17885,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 14:00,220.8447,9.523735,13.42056,8.525153,N/M,N/M,28.96378,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 15:00,194.8533,5.254479,10.1439,6.958693,N/M,N/M,32.49833,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 16:00,239.8456,4.245686,15.71535,10.83986,N/M,N/M,28.28786,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 17:00,198.955,2.887716,22.05525,7.724081,N/M,N/M,21.95089,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 18:00,280.2231,1.516247,30.60169,8.127736,N/M,N/M,14.44742,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 19:00,593.8357,2.175079,31.50805,11.3356,N/M,N/M,13.66377,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 20:00,307.3157,1.992974,25.85208,11.12518,N/M,N/M,17.37837,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 21:00,275.028,1.560796,30.61639,13.44129,N/M,N/M,12.46192,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 22:00,428.6142,11.04521,45.61506,24.32207,N/M,N/M,0.828707,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 23:00,382.2036,5.044403,41.97581,20.94236,N/M,N/M,2.346138,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-09 00:00,375.5886,1.692947,36.14336,26.13169,N/M,N/M,5.334941,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 01:00,370.8338,2.442538,28.16906,31.89718,N/M,N/M,9.554386,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 02:00,395.0596,13.80063,38.96719,30.50332,N/M,N/M,2.250153,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 03:00,419.1502,22.27372,42.52798,33.21567,N/M,N/M,0.089178,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 04:00,391.1862,42.15382,43.41974,30.30722,N/M,N/M,0.09427,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 05:00,352.2661,44.4403,43.29208,25.44899,N/M,N/M,0.36535,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 06:00,345.6432,21.83195,37.57719,22.13174,N/M,N/M,3.45154,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 07:00,350.0617,20.30377,33.12497,19.18231,N/M,N/M,5.968753,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 08:00,390.9267,29.87477,36.33314,18.9464,N/M,N/M,3.972511,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 09:00,391.0128,25.71608,31.34522,18.64478,N/M,N/M,10.01009,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 10:00,365.86,35.29161,23.01221,18.77142,N/M,N/M,13.85797,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 11:00,354.6614,25.79441,24.22581,20.30315,N/M,N/M,15.02291,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 12:00,393.4435,32.39986,28.26708,24.2578,N/M,N/M,12.9347,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 13:00,399.2848,28.79325,28.3473,26.59189,N/M,N/M,14.87732,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 14:00,371.7028,15.35733,22.91283,24.60086,N/M,N/M,18.00275,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 15:00,429.2271,24.14028,27.49506,29.21161,N/M,N/M,16.64797,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 16:00,419.6252,26.76578,30.90722,25.66051,N/M,N/M,14.28834,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 17:00,433.5071,11.09525,30.37347,23.76804,N/M,N/M,15.26169,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
66,2020-02-10 18:00,492.5589,12.75414,42.18861,25.92964,N/M,N/M,6.72212,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
